code difference 
2882748 3.834017
2883638 3.800364
2884528 3.814588
2885418 3.823272
2886308 3.795168
2887198 3.790458
2888088 3.802111
2888978 3.835089
2889868 3.779291
2890758 3.836875
2891648 3.805796
2892538 3.822588
2893428 3.807082
2894318 3.814753
2895208 3.826944
2896098 3.824923
2896899 3.824088
2897789 3.818025
2898768 3.835210
2899658 3.842810
2900548 3.842504
2901438 3.815151
2902328 3.832880
2903218 3.822881
2904108 3.802090
2904909 3.847368
2905888 3.819772
2906689 3.771051
2907668 3.808011
2908558 3.813935
2909448 3.836765
2910338 3.797403
2911228 3.831892
2912118 3.807572
2912919 3.836111
2913898 3.818228
2914788 3.800525
2915678 3.836162
